6389	4	0	4
6390	0	0	0
6391	0	0	0
6392	0	5	5
6393	0	0	0
6394	0	0	0
6395	1	0	1
6396	1	3	4
6397	2	0	2
6398	6	0	6
6399	2	0	2
6400	2	0	2
6401	1	2	3
6402	1	0	1
6403	0	0	0
6404	0	0	0
6405	6	0	6
6406	3	0	3
6407	2	1	3
6408	9	0	9
6409	2	0	2
6410	0	8	8
6411	0	0	0
6412	3	1	4
6413	0	0	0
6414	0	0	0
6415	3	0	3
6416	0	0	0
6417	9	0	9
6418	9	9	8
6419	1	1	1
6420	0	0	0
6421	5	2	7
6422	1	0	1
6423	2	1	3
6424	1	0	1
6425	2	0	2
6426	1	0	1
6427	0	0	0
6428	1	0	1
6429	2	9	1
6430	3	0	3
6431	1	0	1
6432	4	0	4
6433	5	0	5
6434	2	0	2
6435	2	0	2
6436	2	1	3
6437	1	1	2
6438	3	0	3
6439	4	0	4
6440	2	3	5
6441	1	0	1
6442	2	0	2
6443	6	0	6
6444	8	0	8
6445	1	0	1
6446	4	0	4
6447	0	0	0
6448	1	0	1
6449	0	0	0
6450	0	0	0
6451	1	0	1
6452	1	2	3
6453	2	9	1
6454	0	0	0
6455	7	2	9
6456	0	0	0
6457	5	0	5
6458	1	0	1
6459	1	0	1
6460	3	0	3
6461	0	0	0
6462	2	4	6
6463	2	0	2
6464	1	0	1
6465	0	0	0
6466	3	0	3
6467	2	0	2
6468	2	0	2
6469	3	9	2
6470	0	0	0
6471	3	0	3
6472	1	0	1
6473	0	8	8
6474	5	0	5
6475	1	0	1
6476	3	0	3
6477	1	1	1
6478	3	1	4
6479	1	0	1
6480	1	0	1
6481	0	0	0
6482	1	0	1
6483	1	1	1
6484	4	0	4
6485	0	5	5
6486	1	0	1
6487	1	1	1
6488	1	0	1
6489	1	0	1
6490	2	0	2
6491	9	9	8
6492	3	0	3
6493	1	0	1
6494	1	0	1
6495	6	0	6
6496	7	0	7
6497	0	0	0
6498	0	0	0
6499	3	1	4
6500	2	0	2
6501	3	0	3
6502	0	0	0
6503	5	9	4
6504	2	0	2
6505	9	9	8
6506	4	1	5
6507	5	0	5
6508	1	4	5
6509	7	7	4
6510	2	0	2
6511	2	0	2
6512	4	0	4
6513	0	0	0
6514	2	1	3
6515	1	0	1
6516	0	0	0
6517	0	0	0
6518	3	2	5
6519	3	0	3
6520	6	0	6
6521	6	0	6
6522	0	0	0
6523	1	0	1
6524	1	0	1
6525	2	0	2
6526	0	0	0
6527	2	0	2
6528	2	0	2
6529	5	0	5
6530	8	0	8
6531	0	0	0
6532	0	0	0
6533	1	3	4
6534	2	0	2
6535	0	0	0
6536	7	4	1
6537	1	0	1
6538	4	2	6
6539	1	0	1
6540	0	0	0
6541	3	0	3
6542	3	2	5
6543	1	1	1
6544	4	2	6
6545	3	0	3
6546	3	0	3
6547	4	0	4
6548	3	0	3
6549	3	5	8
6550	0	0	0
6551	1	0	1
6552	5	0	5
6553	3	0	3
6554	1	0	1
6555	1	9	0
6556	1	2	3
6557	0	0	0
6558	1	0	1
6559	6	0	6
6560	0	0	0
6561	4	0	4
6562	4	0	4
6563	4	0	4
6564	4	9	3
6565	4	0	4
6566	1	0	1
6567	5	0	5
6568	0	0	0
6569	4	0	4
6570	3	0	3
6571	5	0	5
6572	5	8	3
6573	2	1	3
6574	9	0	9
6575	1	1	2
6576	1	0	1
6577	3	0	3
6578	1	8	9
6579	1	1	1
6580	4	2	6
6581	2	0	2
6582	3	8	1
6583	2	0	2
6584	3	0	3
6585	0	0	0
6586	2	0	2
6587	1	0	1
6588	0	0	0
6589	2	0	2
6590	1	0	1
6591	2	0	2
6592	2	2	4
6593	3	0	3
6594	2	0	2
6595	0	0	0
6596	7	7	4
6597	1	9	0
6598	1	1	2
6599	2	0	2
6600	2	6	8
6601	1	0	1
6602	3	0	3
6603	3	0	3
6604	2	0	2
6605	0	0	0
6606	1	0	1
6607	3	0	3
6608	2	0	2
6609	4	5	9
6610	1	0	1
6611	2	0	2
6612	0	0	0
6613	1	0	1
6614	0	0	0
6615	0	0	0
6616	0	0	0
6617	2	0	2
6618	0	0	0
6619	4	0	4
6620	1	0	1
6621	1	1	2
6622	1	0	1
6623	4	0	4
6624	1	5	6
6625	4	9	3
6626	3	0	3
6627	3	0	3
6628	4	0	4
6629	1	0	1
6630	0	0	0
6631	1	0	1
6632	5	0	5
6633	3	2	5
6634	3	3	6
6635	2	0	2
6636	2	8	0
6637	5	0	5
6638	4	0	4
6639	1	0	1
6640	2	0	2
6641	1	0	1
6642	0	0	0
6643	2	0	2
6644	1	0	1
6645	1	1	1
6646	3	0	3
6647	1	0	1
6648	5	0	5
6649	1	0	1
6650	4	0	4
6651	1	0	1
6652	3	2	5
6653	0	3	3
6654	5	0	5
6655	9	0	9
6656	0	0	0
6657	2	2	4
6658	2	4	6
6659	5	7	2
6660	4	8	2
6661	8	0	8
6662	0	3	3
6663	2	0	2
6664	4	0	4
6665	2	0	2
6666	6	0	6
6667	1	0	1
6668	1	0	1
6669	3	0	3
6670	4	0	4
6671	3	8	1
6672	0	6	6
6673	4	0	4
6674	2	0	2
6675	2	2	4
6676	1	0	1
6677	6	0	6
6678	5	0	5
6679	2	5	7
6680	2	0	2
6681	7	0	7
6682	2	0	2
6683	1	1	1
6684	4	0	4
6685	2	5	7
6686	4	1	5
6687	4	0	4
6688	0	0	0
6689	1	0	1
6690	1	0	1
6691	1	0	1
6692	1	0	1
6693	5	7	2
6694	1	5	6
6695	2	2	4
6696	8	0	8
6697	1	1	2
6698	5	0	5
6699	3	5	8
6700	2	0	2
6701	9	0	9
6702	0	0	0
6703	2	0	2
6704	5	0	5
6705	1	0	1
6706	7	0	7
6707	5	0	5
6708	3	0	3
6709	3	2	5
6710	0	0	0
6711	3	3	6
6712	4	2	6
6713	2	2	4
6714	1	0	1
6715	0	0	0
6716	6	3	9
6717	4	1	5
6718	6	0	6
6719	1	0	1
6720	0	0	0
6721	5	7	2
6722	2	0	2
6723	1	0	1
6724	3	0	3
6725	0	0	0
6726	2	0	2
6727	6	1	7
6728	7	4	1
6729	0	0	0
6730	8	0	8
6731	1	0	1
6732	6	0	6
6733	4	2	6
6734	4	1	5
6735	1	0	1
6736	1	0	1
6737	2	0	2
6738	1	0	1
6739	3	0	3
6740	3	6	9
6741	6	9	5
6742	5	5	0
6743	0	0	0
6744	1	0	1
6745	4	0	4
6746	0	0	0
6747	8	0	8
6748	3	0	3
6749	3	0	3
6750	0	0	0
6751	2	0	2
6752	0	6	6
6753	1	0	1
6754	2	0	2
6755	1	0	1
6756	0	0	0
6757	4	9	3
6758	5	9	4
6759	0	0	0
6760	6	0	6
6761	0	0	0
6762	4	4	8
6763	3	0	3
6764	2	0	2
6765	0	0	0
6766	1	0	1
6767	1	5	6
6768	1	0	1
6769	1	0	1
6770	2	0	2
6771	6	0	6
6772	1	0	1
6773	1	0	1
6774	0	0	0
6775	2	0	2
6776	1	0	1
6777	7	1	8
6778	3	0	3
6779	2	2	4
6780	2	0	2
6781	1	1	1
6782	6	6	2
6783	1	1	1
6784	1	0	1
6785	1	0	1
6786	2	0	2
6787	1	3	4
6788	1	0	1
6789	9	6	5
6790	2	0	2
6791	4	0	4
6792	1	0	1
6793	1	0	1
6794	5	0	5
6795	2	0	2
6796	0	0	0
6797	0	0	0
6798	1	0	1
6799	1	0	1
6800	4	0	4
6801	1	0	1
6802	1	1	1
6803	7	0	7
6804	1	1	1
6805	8	8	6
6806	3	0	3
6807	2	0	2
6808	3	8	1
6809	3	6	9
6810	2	0	2
6811	1	1	1
6812	1	0	1
6813	1	0	1
6814	1	0	1
6815	2	3	5
6816	8	1	9
6817	2	0	2
6818	3	5	8
6819	1	0	1
6820	2	0	2
6821	1	0	1
6822	9	0	9
6823	0	0	0
6824	2	0	2
6825	1	6	7
6826	1	7	8
6827	7	1	8
6828	1	0	1
6829	3	2	5
6830	6	3	9
6831	1	1	1
6832	3	4	7
6833	4	1	5
6834	1	0	1
6835	0	0	0
6836	1	3	4
6837	1	0	1
6838	7	0	7
6839	2	0	2
6840	4	0	4
6841	1	0	1
6842	0	0	0
6843	1	1	1
6844	0	0	0
6845	7	0	7
6846	1	0	1
6847	3	0	3
6848	3	0	3
6849	5	6	1
6850	2	2	4
6851	3	0	3
6852	1	0	1
6853	3	6	9
6854	2	0	2
6855	0	0	0
6856	5	4	9
6857	2	0	2
6858	5	0	5
6859	1	0	1
6860	3	0	3
6861	0	0	0
6862	5	0	5
6863	1	0	1
6864	1	0	1
6865	4	0	4
6866	5	1	6
6867	5	0	5
6868	4	0	4
6869	2	0	2
6870	1	1	2
6871	3	0	3
6872	3	3	6
6873	0	0	0
6874	1	0	1
6875	0	0	0
6876	3	3	6
6877	2	0	2
6878	2	0	2
6879	5	9	4
6880	5	0	5
6881	4	0	4
6882	0	0	0
6883	2	0	2
6884	1	6	7
6885	0	0	0
6886	1	1	1
6887	1	3	4
6888	9	9	8
6889	2	0	2
6890	0	0	0
6891	3	6	9
6892	2	0	2
6893	0	0	0
6894	1	0	1
6895	4	9	3
6896	1	0	1
6897	2	0	2
6898	6	5	1
6899	2	0	2
6900	1	0	1
6901	1	0	1
6902	0	0	0
6903	2	0	2
6904	7	0	7
6905	0	0	0
6906	1	0	1
6907	4	6	0
6908	0	7	7
6909	3	0	3
6910	1	0	1
6911	1	1	2
6912	2	0	2
6913	0	0	0
6914	7	0	7
6915	3	0	3
6916	0	8	8
6917	1	0	1
6918	1	5	6
6919	1	1	1
6920	3	2	5
6921	0	0	0
6922	3	1	4
6923	3	0	3
6924	2	0	2
6925	1	5	6
6926	2	9	1
6927	3	3	6
6928	5	0	5
6929	9	4	3
6930	0	0	0
6931	5	9	4
6932	4	6	0
6933	0	1	1
6934	2	0	2
6935	0	0	0
6936	4	0	4
6937	1	0	1
6938	0	0	0
6939	1	1	1
6940	4	0	4
6941	0	0	0
6942	1	0	1
6943	1	0	1
6944	1	0	1
6945	3	0	3
6946	2	0	2
6947	0	0	0
6948	4	0	4
6949	1	7	8
6950	0	0	0
6951	1	0	1
6952	1	0	1
6953	3	0	3
6954	1	0	1
6955	0	0	0
6956	2	0	2
6957	5	0	5
6958	0	0	0
6959	1	0	1
6960	2	0	2
6961	1	0	1
6962	3	1	4
6963	2	0	2
6964	4	0	4
6965	2	0	2
6966	2	0	2
6967	7	6	3
6968	3	7	0
6969	2	0	2
6970	1	1	1
6971	3	1	4
6972	4	0	4
6973	2	0	2
6974	4	0	4
6975	1	4	5
6976	3	0	3
6977	0	0	0
6978	3	0	3
6979	2	0	2
6980	2	0	2
6981	2	9	1
6982	4	0	4
6983	1	2	3
6984	4	7	1
6985	1	1	2
6986	1	6	7
6987	0	0	0
6988	7	0	7
6989	1	4	5
6990	0	0	0
6991	1	1	2
6992	1	5	6
6993	3	0	3
6994	2	2	4
6995	2	0	2
6996	2	0	2
6997	2	0	2
6998	0	0	0
6999	3	0	3
7000	2	0	2
7001	0	0	0
7002	0	0	0
7003	4	0	4
7004	2	0	2
7005	0	0	0
7006	0	0	0
7007	3	0	3
7008	0	0	0
7009	0	0	0
7010	0	0	0
7011	0	0	0
7012	1	0	1
7013	1	0	1
7014	2	0	2
7015	2	0	2
7016	3	0	3
7017	3	0	3
7018	5	0	5
7019	6	0	6
7020	3	1	4
7021	3	0	3
7022	1	0	1
7023	8	1	9
7024	0	0	0
7025	3	0	3
7026	3	9	2
7027	2	4	6
7028	9	0	9
7029	9	8	7
7030	7	2	9
7031	2	0	2
7032	1	0	1
7033	4	0	4
7034	9	6	5
7035	3	5	8
7036	7	3	0
7037	0	0	0
7038	1	0	1
7039	1	0	1
7040	7	0	7
7041	2	2	4
7042	0	0	0
7043	1	0	1
7044	2	3	5
7045	0	0	0
7046	0	0	0
7047	0	0	0
7048	0	0	0
7049	4	6	0
7050	3	5	8
7051	1	0	1
7052	3	0	3
7053	3	2	5
7054	3	0	3
7055	3	0	3
7056	2	0	2
7057	5	9	4
7058	1	8	9
7059	1	0	1
7060	0	7	7
7061	4	0	4
7062	1	0	1
7063	3	0	3
7064	2	0	2
7065	1	0	1
7066	1	0	1
7067	1	0	1
7068	3	0	3
7069	4	0	4
7070	3	0	3
7071	1	0	1
7072	2	2	4
7073	5	0	5
7074	3	0	3
7075	5	4	9
7076	2	0	2
7077	0	0	0
7078	1	0	1
7079	6	0	6
7080	3	8	1
7081	0	0	0
7082	8	3	1
7083	7	3	0
7084	1	0	1
7085	5	0	5
7086	3	0	3
7087	0	4	4
7088	0	0	0
7089	4	0	4
7090	1	0	1
7091	1	0	1
7092	0	0	0
7093	1	4	5
7094	2	0	2
7095	0	0	0
7096	9	9	8
7097	0	0	0
7098	0	0	0
7099	0	4	4
7100	2	0	2
7101	0	0	0
7102	0	7	7
7103	2	1	3
7104	0	0	0
7105	1	0	1
7106	0	0	0
7107	3	1	4
7108	2	0	2
7109	5	9	4
7110	5	4	9
7111	7	0	7
7112	1	0	1
7113	2	0	2
7114	1	0	1
7115	3	0	3
7116	1	1	2
7117	1	1	2
7118	3	0	3
7119	0	0	0
7120	3	0	3
7121	1	0	1
7122	2	2	4
7123	0	0	0
7124	0	3	3
7125	0	7	7
7126	0	0	0
7127	4	8	2
7128	6	3	9
7129	8	0	8
7130	1	0	1
7131	3	0	3
7132	1	0	1
7133	1	0	1
7134	3	0	3
7135	0	0	0
7136	0	8	8
7137	2	2	4
7138	2	1	3
7139	1	2	3
7140	1	0	1
7141	0	2	2
7142	0	1	1
7143	1	0	1
7144	2	0	2
7145	2	1	3
7146	7	1	8
7147	2	0	2
7148	0	0	0
7149	3	0	3
7150	2	0	2
7151	4	8	2
7152	0	0	0
7153	8	0	8
7154	3	5	8
7155	3	4	7
7156	2	6	8
7157	4	0	4
7158	3	0	3
7159	2	2	4
7160	0	0	0
7161	0	0	0
7162	3	6	9
7163	4	0	4
7164	4	0	4
7165	2	0	2
7166	0	0	0
7167	6	6	2
7168	2	0	2
7169	1	7	8
7170	0	0	0
7171	1	6	7
7172	1	0	1
7173	1	1	1
7174	9	8	7
7175	4	0	4
7176	1	0	1
7177	0	0	0
7178	6	7	3
7179	0	0	0
7180	0	7	7
7181	0	0	0
7182	1	1	1
7183	2	0	2
7184	0	0	0
7185	1	0	1
7186	9	7	6
7187	4	9	3
7188	2	0	2
7189	2	0	2
7190	4	0	4
7191	1	5	6
7192	1	0	1
7193	2	0	2
7194	4	0	4
7195	0	0	0
7196	8	8	6
7197	1	1	1
7198	3	0	3
7199	1	0	1
7200	1	0	1
7201	2	0	2
7202	6	0	6
7203	6	0	6
7204	3	0	3
7205	2	0	2
7206	0	0	0
7207	1	0	1
7208	0	0	0
7209	2	0	2
7210	0	0	0
7211	0	0	0
7212	6	4	0
7213	3	0	3
7214	1	0	1
7215	2	9	1
7216	2	0	2
7217	2	0	2
7218	6	0	6
7219	4	0	4
7220	4	1	5
7221	0	0	0
7222	7	0	7
7223	0	0	0
7224	1	0	1
7225	1	8	9
7226	2	0	2
7227	1	0	1
7228	1	0	1
7229	2	6	8
7230	0	0	0
7231	5	0	5
7232	1	0	1
7233	1	0	1
7234	1	0	1
7235	1	0	1
7236	0	0	0
7237	3	0	3
7238	1	0	1
7239	2	0	2
7240	4	0	4
7241	1	0	1
7242	3	0	3
7243	3	0	3
7244	4	0	4
7245	8	1	9
7246	4	0	4
7247	0	1	1
7248	2	7	9
7249	6	5	1
7250	5	0	5
7251	1	0	1
7252	9	0	9
7253	0	0	0
7254	5	0	5
7255	4	0	4
7256	1	0	1
7257	1	0	1
7258	4	0	4
7259	3	1	4
7260	1	0	1
7261	0	0	0
7262	4	0	4
7263	1	0	1
7264	3	0	3
7265	5	0	5
7266	0	0	0
7267	5	0	5
7268	2	0	2
7269	1	0	1
7270	9	0	9
7271	4	2	6
7272	2	0	2
7273	4	0	4
7274	5	9	4
7275	2	0	2
7276	2	0	2
7277	7	0	7
7278	1	0	1
7279	1	1	1
7280	1	1	1
7281	2	0	2
7282	0	0	0
7283	1	0	1
7284	6	1	7
7285	4	0	4
7286	1	0	1
7287	3	3	6
7288	0	0	0
7289	3	0	3
7290	0	0	0
7291	2	0	2
7292	1	2	3
7293	1	0	1
7294	4	3	7
7295	4	0	4
7296	3	0	3
7297	1	0	1
7298	0	0	0
7299	0	0	0
7300	6	2	8
7301	4	5	9
7302	3	7	0
7303	1	1	1
7304	3	0	3
7305	0	0	0
7306	4	1	5
7307	9	1	0
7308	0	0	0
7309	1	0	1
7310	1	0	1
7311	2	0	2
7312	5	0	5
7313	4	0	4
7314	3	2	5
7315	1	0	1
7316	6	2	8
7317	0	7	7
7318	7	1	8
7319	1	0	1
7320	3	0	3
7321	0	0	0
7322	0	0	0
7323	4	0	4
7324	1	0	1
7325	1	1	2
7326	2	0	2
7327	3	0	3
7328	0	0	0
7329	0	0	0
7330	2	0	2
7331	2	0	2
7332	1	0	1
7333	4	8	2
7334	6	8	4
7335	6	0	6
7336	8	5	3
7337	0	0	0
7338	0	0	0
7339	7	1	8
7340	0	0	0
7341	3	0	3
7342	1	0	1
7343	7	0	7
7344	6	9	5
7345	3	0	3
7346	1	5	6
7347	0	0	0
7348	2	0	2
7349	2	2	4
7350	1	0	1
7351	5	0	5
7352	2	2	4
7353	4	0	4
7354	2	3	5
7355	9	5	4
7356	0	0	0
7357	2	0	2
7358	1	0	1
7359	0	0	0
7360	2	0	2
7361	1	0	1
7362	0	0	0
7363	2	1	3
7364	0	0	0
7365	3	0	3
7366	3	0	3
7367	0	0	0
7368	1	0	1
7369	0	9	9
7370	2	0	2
7371	5	1	6
7372	8	1	9
7373	1	0	1
7374	0	0	0
7375	3	0	3
7376	1	0	1
7377	3	0	3
7378	1	0	1
7379	0	2	2
7380	2	0	2
7381	2	5	7
7382	1	3	4
7383	0	0	0
7384	4	2	6
7385	0	0	0
7386	0	0	0
7387	2	2	4
7388	5	0	5
7389	6	0	6
7390	0	0	0
7391	0	0	0
7392	5	5	0
7393	1	0	1
7394	1	0	1
7395	1	0	1
7396	3	0	3
7397	1	0	1
7398	0	0	0
7399	4	0	4
7400	4	0	4
7401	4	1	5
7402	0	0	0
7403	1	0	1
7404	6	0	6
7405	1	0	1
7406	0	0	0
7407	6	2	8
7408	3	4	7
7409	2	1	3
7410	1	0	1
7411	3	9	2
7412	0	0	0
7413	6	0	6
7414	5	0	5
7415	5	4	9
7416	1	9	0
7417	2	2	4
7418	6	0	6
7419	7	0	7
7420	3	2	5
7421	1	0	1
7422	2	0	2
7423	0	0	0
7424	3	0	3
7425	1	0	1
7426	0	0	0
7427	0	5	5
7428	6	7	3
7429	4	8	2
7430	1	0	1
7431	3	0	3
7432	1	2	3
7433	3	1	4
7434	2	0	2
7435	4	0	4
7436	3	6	9
7437	3	1	4
7438	0	0	0
7439	0	3	3
7440	2	1	3
7441	0	0	0
7442	2	4	6
7443	0	0	0
7444	3	0	3
7445	0	0	0
7446	1	0	1
7447	8	7	5
7448	4	3	7
7449	1	0	1
7450	0	0	0
7451	1	0	1
7452	2	0	2
7453	2	0	2
7454	5	0	5
7455	9	2	1
7456	1	0	1
7457	4	1	5
7458	1	0	1
7459	0	0	0
7460	2	2	4
7461	0	5	5
7462	1	0	1
7463	0	0	0
7464	0	2	2
7465	0	0	0
7466	0	0	0
7467	1	0	1
7468	2	0	2
7469	4	0	4
7470	1	0	1
7471	2	3	5
7472	5	3	8
7473	5	8	3
7474	7	9	6
7475	0	0	0
7476	2	0	2
7477	8	0	8
7478	2	0	2
7479	6	3	9
7480	5	0	5
7481	3	0	3
7482	3	0	3
7483	2	0	2
7484	1	0	1
7485	4	0	4
7486	4	0	4
7487	1	0	1
7488	1	4	5
7489	2	8	0
7490	0	0	0
7491	3	0	3
7492	3	3	6
7493	0	3	3
7494	0	0	0
7495	0	0	0
7496	1	0	1
7497	1	0	1
7498	0	0	0
7499	1	8	9
7500	1	0	1
7501	6	7	3
7502	2	5	7
7503	1	5	6
7504	0	6	6
7505	0	0	0
7506	2	0	2
7507	2	0	2
7508	8	0	8
7509	3	0	3
7510	0	0	0
7511	0	0	0
7512	0	0	0
7513	3	2	5
7514	2	0	2
7515	1	0	1
7516	0	0	0
7517	0	0	0
7518	0	0	0
7519	0	0	0
7520	2	8	0
7521	2	0	2
7522	1	0	1
7523	0	0	0
7524	2	0	2
7525	2	0	2
7526	0	0	0
7527	4	0	4
7528	2	0	2
7529	4	0	4
7530	3	0	3
7531	0	0	0
7532	3	0	3
